15,პროფ სისტემი  | 08.GE , თბილისი / (სამგორი) ქიზიყის ქ. -19 ,404460837,995555945555, info@profsystem.ge , profsystem.ge ,  , სამშენებლო მასალების რეალიზაცია , გიორგი მურვანიძე , შ.პ.ს , პროფ სისტემი ,  , https://www.08.ge/organizations/view/12336741
16,ჯახანგირ ოსმანოვი  | 08.GE , ბოლნისი /  ნახიდური სოფელი ,10001013496,995551192394, josmanov@bk.ru ,  ,  ," მცენარეთა დაცვის საშუალებები, შხამქიმიკატების მაღაზია ", ჯახანგირ ოსმანოვი , ი.მ , ჯახანგირ ოსმანოვი ,  , https://www.08.ge/organizations/view/12336732
17,ნატალია ალადაშვილი  | 08.GE , ლაგოდეხი /  შრომა სოფელი ,25001027322,995593731626, nataliaaladashvili@mail.ru ,  ,  ," მცენარეთა დაცვის საშუალებები, შხამქიმიკატების მაღაზია ", ნატალია ალადაშვილი , ი.მ , ნატალია ალადაშვილი ,  , https://www.08.ge/organizations/view/12336740
18,ულევი ჯგუფი  | 08.GE , თბილისი / (დიდუბე) წინამძღვრიშვილი მიხეილის ქ. -135 ,438728664,995579739393, datunagdn@hotmail.com ,  ,  ," ბაზრობა, მართვა, მენეჯმენტი ", სერგო რუხაძე , შ.პ.ს , ულევი ჯგუფი ,  , https://www.08.ge/organizations/view/12336731
19,აგრო ვაზი  | 08.GE , გურჯაანი /  ვაზისუბანი სოფელი ,427720932,995599239378, mziashvili@gmail.com ,  ,  ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", არჩილ სოლომნიშვილი , შ.პ.ს , აგრო ვაზი ,  , https://www.08.ge/organizations/view/12336727
20,ბახლულ გუმბათოვი  | 08.GE , მარნეული /  კაჩაგანი სოფელი ,28001007945,995555625467, baxlul.gumbatov@mail.ru ,  ,  ," მცენარეთა დაცვის საშუალებები, შხამქიმიკატების მაღაზია ", ბახლულ გუმბათოვი , ი.მ , ბახლულ გუმბათოვი ,  , https://www.08.ge/organizations/view/12336723
21,გეოსერვისი  | 08.GE , ქუთაისი /  თამარ მეფის ქ. -92 ,412687953,995599776529, geoservisi2012@gmail.com ,  ,  , ბურღვითი სამუშაოები , მანუჩარ ლაბაძე , შ.პ.ს , გეოსერვისი ,  , https://www.08.ge/organizations/view/12336721
22,| 08.GE , ახმეტა /  ყაზბეგი ალექსანდრეს ქ. -62 ,8001007342, დროებით მიუწვდომელია ,  ,  ,  ," მცენარეთა დაცვის საშუალებები, შხამქიმიკატების მაღაზია ", ანდრია ძარღუაშვილი , ი.მ , ანდრია ძარღუაშვილი ,  , https://www.08.ge/organizations/view/12336709
23,ქუთაისის ოჯახში ძალადობის მსხვერპლთა მომსახურების დაწესებულება (თავშესაფარი)  | 08.GE , ქუთაისი /  უცნობი მისამართი ,205169592,116006,  ,  ,  , ძალადობის მსხვერპლთა თავშესაფარი , არ მოიძებნა , ს.ს.ი.პ , ქუთაისის ოჯახში ძალადობის მსხვერპლთა მომსახურების დაწესებულება (თავშესაფარი) ,  , https://www.08.ge/organizations/view/12336452
24,იბერიფარმა პლუსი  | 08.GE , თბილისი / (ჩუღურეთი) თამარ მეფის გამზ. -29 ,405119893,995322120000, info@iberiplus.ge , https://iberipharma.ge/ , www.facebook.com/IBERIPHARMA , აფთიაქი , მთვარისა ჭეიშვილი , შ.პ.ს , იბერიფარმა პლუსი ,  , https://www.08.ge/organizations/view/12336451
25,დნმ პოლისი  | 08.GE , თბილისი / (საბურთალო) დიდი დიღმის დას. მეფე მირიანის ქ. -11ა ,405109190,995598624747, office@dnapolicy.ge ,\, www.facebook.com/DNApolicyGeorgia , ლაბორატორია , მარიეტა კერესელიძე , შ.პ.ს , დნმ პოლისი ,  , https://www.08.ge/organizations/view/12336450
26,ინექს გრუპი  | 08.GE , თბილისი / (სამგორი) საქართველოს ერთიანობისათვის მებრძოლთა ქ. -41 ,400010572,995322492626, info@inexgroup.ge , www.inex.ge , www.facebook.com/InexGroup ," საამანათო მომსახურება, საკურიერო მომსახურება ", გიორგი კაპანაძე , შ.პ.ს , ინექს გრუპი ,995322492625, https://www.08.ge/organizations/view/12336439
27,თრეველ სტუდიო  | 08.GE , თბილისი / (კრწანისი) კოტე აფხაზის ქ. -36 ,405147078,995322054949, info@travelstudio.ge ,ვე, www.facebook.com/travelstudiogeorgia , ტურისტული მომსახურება , ლევან ლორია , შ.პ.ს , თრეველ სტუდიო ,  , https://www.08.ge/organizations/view/12336432
28,ი სპეისი (ადმინისტრაციული ოფისი)  | 08.GE , თბილისი / (საბურთალო) ზალდასტანიშვილი თეიმურაზის და ზურაბის ქ. -16 ,405147087,995322433473, nfo@e-space.ge , www.e-space.ge , www.facebook.com/ltd.espace , ელექტრომობილების დამუხტვა , ავთანდილ შავიშვილი , შ.პ.ს , ი სპეისი (ადმინისტრაციული ოფისი) ,  , https://www.08.ge/organizations/view/12336429
29,სპარტა გრუპი  | 08.GE , თბილისი / (სამგორი) ჯავახეთის ქ. -64 ,402020362,995577577780, spar+agroup@hotmail.com ,  ,  , ჰიგიენური პროდუქციის მაღაზია , მუსტაფა დაი , შ.პ.ს , სპარტა გრუპი ,  , https://www.08.ge/organizations/view/12336428
30,იმპორტ ლაინი  | 08.GE , თბილისი / (დიდუბე) აგლაძე რაფიელის ქ. ელიავას ბაზრობის მიმდებარე ტერიტორია ,400133672,995599169383, import1line@gmail.com ,  ,  , სამშენებლო მასალების რეალიზაცია , გიორგი სრესელი , შ.პ.ს , იმპორტ ლაინი ,  , https://www.08.ge/organizations/view/12336424
31,ვესტა  | 08.GE , თბილისი / (ისანი) ბოჭორმის ქ. -8 ,406143926,995322474740, sales@vestashop.ge , https://vestashop.ge ,  , საკანცელარიო მაღაზია , ივანე ადამაშვილი , შ.პ.ს , ვესტა ,995577417867, https://www.08.ge/organizations/view/12336422
32,პალისანდრი  | 08.GE , თბილისი / (გლდანი) ახმეტელის თეატრის მეტროს მიმდებარე ტერიტორია ,400166155,995557090984, palisandriltd@yahoo.com ,  ,  ," ავეჯის მაღაზია, ავეჯის საწარმო ", ეკატერინე დავითაშვილი , შ.პ.ს , პალისანდრი ,  , https://www.08.ge/organizations/view/12336421
33,დავით ჯანგულაშვილი  | 08.GE , თბილისი / (ჩუღურეთი) ნინოშვილი ეგნატეს ქ. -55 ,1010008911, დროებით მიუწვდომელია ,  ,  ,  , ფართის იჯარა , დავით ჯანგულაშვილი , ი.მ , დავით ჯანგულაშვილი ,  , https://www.08.ge/organizations/view/12336419
34,ტუროპერატორ ჯი  | 08.GE , თბილისი / (საბურთალო) ჩიქოვანი სიმონის ქ. -4 ,440888666, დროებით მიუწვდომელია , Touroperatorge@gmail.com ,  ,  , ტურისტული მომსახურება , შალვა ბოლოთაშვილი , შ.პ.ს , ტუროპერატორ ჯი ,  , https://www.08.ge/organizations/view/12336411
35,ტექნო მოტორსი  | 08.GE , გორი /  ცხინვალის გზატ. -8 ,417885863,995551009987,  ,  ,  ," საავტომობილო ზეთების იმპორტი, საბურავების მაღაზია, სამშენებლო მასალების რეალიზაცია ", ლადო ზანთარაია , შ.პ.ს , ტექნო მოტორსი ,  , https://www.08.ge/organizations/view/12336410
36,| 08.GE , წალკა /  განთიადი სოფელი ,61009009477,995595917405, Badri.bolqvadze@yahoo.com ,  ,  ," სამშენებლო მასალების რეალიზაცია, სანტექნიკის მაღაზია ", ბადრი ბოლქვაძე , ი.მ , ბადრი ბოლქვაძე ,  , https://www.08.ge/organizations/view/12336407
37,კოპერ კაბლო  | 08.GE , თბილისი / (სამგორი) მუხაძე გრიგოლის ქ. -5 ,445478929,995555493493,  ,  , www.facebook.com/profile.php?id=100063574303747 , ელექტროტექნიკა , ირაკლი ჯაყელიძე , შ.პ.ს , კოპერ კაბლო ,  , https://www.08.ge/organizations/view/12336406
38,ლონდონ პარიზი  | 08.GE , თბილისი / (ისანი) ქეთევან წამებულის გამზ. -61 ,1011038883,995551950010,  ,  ,  , სილამაზის სალონი , ვიტალი მინასიანი , ი.მ , ლონდონ პარიზი ,995551151543, https://www.08.ge/organizations/view/12336405
39,ხიხანი  | 08.GE , წალკა /  კოსტავა მერაბის ქ. -86 ,443120230, დროებით მიუწვდომელია , roiniabuladze@mail.ru ,  , www.facebook.com/kafexixaniwalk , რესტორანი , როინ აბულაძე , შ.პ.ს , ხიხანი ,  , https://www.08.ge/organizations/view/12336399
40,სტომატოლოგიური კლინიკა  | 08.GE , თბილისი / (ისანი) ქეთევან წამებულის გამზ. -67ა მე-2 სართული ,1011027715,995599266976,  ,  ,  , სტომატოლოგია , ელენე ბაზერაშვილი , ი.მ , სტომატოლოგიური კლინიკა ,  , https://www.08.ge/organizations/view/12336397
41,ჟანრი ლოლაშვილის საგამოფენო დარბაზი  | 08.GE , თბილისი / (ვაკე) ატენის ქ. -14 ,1008011435,995579303016, salome.gogitidze@gmail.com ,  ,  , საგამოფენო ცენტრი , ჟანრი ლოლაშვილი , ი.მ , ჟანრი ლოლაშვილის საგამოფენო დარბაზი ,995599141221, https://www.08.ge/organizations/view/12336396
42,ორი ნაბიჯი (ჩემი უბნის მაღაზია)  | 08.GE , თბილისი / (ისანი) ქეთევან წამებულის გამზ. -67 ,204571668,995322002200, info@orinabiji.ge , 2nabiji.ge , www.facebook.com/2nabijiofficial , მარკეტი , არ მოიძებნა , შ.პ.ს , ორი ნაბიჯი (ჩემი უბნის მაღაზია) ,  , https://www.08.ge/organizations/view/12336393
43,ლიბერთი ბანკი ქუთაისის აეროპორტის N1 სერვისცენტრი  | 08.GE , სამტრედია /  დიდი ჯიხაიში სოფელი ,203828304, *5500 , info@libertybank.ge , www.libertybank.ge , www.facebook.com/libertybank.ge ," ბანკი, ვალუტის გადაცვლა, სესხის გაცემა, ფულადი გზავნილები ", არ მოიძებნა , ს.ს , ლიბერთი ბანკი ქუთაისის აეროპორტის N1 სერვისცენტრი ,995322555500, https://www.08.ge/organizations/view/12336390
44,ლორდი  | 08.GE , თბილისი / (ისანი) ქეთევან წამებულის გამზ. -71 ,406230886,995598888288, beka_chikobava@yahoo.com ,  ,  , სასტუმრო , ბექა ჩიქობავა , შ.პ.ს , ლორდი ,  , https://www.08.ge/organizations/view/12336384
45,აგრო ვეტი  | 08.GE , ბოლნისი /  ქვემო ბოლნისი სოფელი ,425358114,995593328131, imranzargarov@yahoo.com ,  ,  ," ვეტერინალური აფთიაქი, მცენარეთა დაცვის საშუალებები, შხამქიმიკატების მაღაზია ", იმრან ზარგაროვი , შ.პ.ს , აგრო ვეტი ,995593684012, https://www.08.ge/organizations/view/12336383
46,აგილ მამედოვი  | 08.GE , მარნეული /  დამია-გიურარხი  სოფელი ,28001103727,995555208086, ag-mamedovi@mail.ru ,  ,  ," მცენარეთა დაცვის საშუალებები, შხამქიმიკატების მაღაზია ", აგილ მამედოვი , ი.მ , აგილ მამედოვი ,  , https://www.08.ge/organizations/view/12336380
47,მისო ქართული კრედიტი  | 08.GE , თელავი /  ჭავჭავაძე ილიას გამზ. -52 ,206238800,995322500100, info@geocredit.ge , www.geocredit.ge , www.facebook.com/GeorgianCredit ," ვალუტის გადაცვლა, სადაზღვევო მომსახურება, სესხის გაცემა ", არ მოიძებნა , ს.ს , მისო ქართული კრედიტი ,  , https://www.08.ge/organizations/view/12336379
48,სოფელ მზისგულის საბავშვო ბაღი  | 08.GE , საგარეჯო /  მზისგული სოფელი ,438109477, დროებით მიუწვდომელია ,  ,  ,  , საბავშვო ბაღი , მანანა ფილაური , ა.ა.ი.პ , სოფელ მზისგულის საბავშვო ბაღი ,  , https://www.08.ge/organizations/view/12336376
49,ვისოლ პეტროლიუმ ჯორჯია  | 08.GE , ქობულეთი /  რუსთაველი შოთას ქ. -26 ,202161098, *1000 , office@wissol.ge , www.wissol.ge , www.facebook.com/WissolPetroleumGeorgia , ბენზინგასამართი სადგური , ვასილი ხორავა , ს.ს , ვისოლ პეტროლიუმ ჯორჯია ,  , https://www.08.ge/organizations/view/12336371
50,ავტო სერვის გრუპი  | 08.GE , თბილისი / (ისანი) აწყურის ქ. -2 ,406129283,995599387898, Zurabisakadze@yahoo.com ,  ,  , ავტოტექმომსახურება , ზურაბ ისაკაძე , შ.პ.ს , ავტო სერვის გრუპი ,  , https://www.08.ge/organizations/view/12336369
51,ლრგ კომპანია  | 08.GE , თბილისი / (ჩუღურეთი) დადიანი ცოტნეს ქ. -34 კ.7 ,400023755,995599212301, lmakhatadze@yahoo.com ,  ,  ," სამშენებლო მომსახურება, სარემონტო მომსახურება ", ლევანი მახათაძე , შ.პ.ს , ლრგ კომპანია ,  , https://www.08.ge/organizations/view/12336370
52,ლუქსქარავანი  | 08.GE , ბათუმი /  მაიაკოვსკი ვლადიმერის ქ. -1 ,448050000, დროებით მიუწვდომელია ,  ,  ,  , სალარო , უშანგი აბულაძე , შ.პ.ს , ლუქსქარავანი ,  , https://www.08.ge/organizations/view/12336365
53,გ გრუპი  | 08.GE , თბილისი / (ნაძალადევი) ქსნის ქ. -35 ,400143974,995568007722, og-group@mail.ru ,  ,  , მაკულატურის მიღება , გრანტიკ ოვანესიანი , შ.პ.ს , გ გრუპი ,  , https://www.08.ge/organizations/view/12336362
54,ირაო ინვესტ ჯგუფი  | 08.GE , თბილისი / (საბურთალო) ვაჟა ფშაველას გამზ. -3 ,204515293,995597112499,  ,  ,  , საინვესტიციო მომსახურება , გოგა სამუშია , შ.პ.ს , ირაო ინვესტ ჯგუფი ,  , https://www.08.ge/organizations/view/12336363
55,ელიტ ენ ტი ვი  | 08.GE , გორი /  ცხინვალის გზატ. -8 ,218081901,995599171722,  ,  ,  , ფართის იჯარა , დავით ჯოხაძე , შ.პ.ს , ელიტ ენ ტი ვი ,  , https://www.08.ge/organizations/view/12336361
56,ელსედე  | 08.GE , ქუთაისი /  ტაბიძე გალაკტიონის ქ. -10 ,412712676,995579984747, robakidzejoni@yahoo.com ,  ,  ," საბურავების მაღაზია, ტექნიკის ლომბარდი ", მაია რობაქიძე , შ.პ.ს , ელსედე ,  , https://www.08.ge/organizations/view/12336356
57,ეივონ კოსმეტიქს საქართველო  | 08.GE , თბილისი / (ისანი) ქეთევან წამებულის გამზ. -20 ,36001002468, დროებით მიუწვდომელია , repservice.ge@avon.com , www.avon.ge , www.facebook.com/AvonGeorgia , კოსმეტიკური პროდუქციის დისტრიბუცია , თამარ ოქროცვარიძე , ი.მ , ეივონ კოსმეტიქს საქართველო ,  , https://www.08.ge/organizations/view/12336342
58,მე ვა  | 08.GE , ოზურგეთი /  თაყაიშვილი ექვთიმეს ქ. -27 ,437066103, დროებით მიუწვდომელია ,  ,  ,  ," ავეჯის მაღაზია, სამშენებლო მასალების რეალიზაცია ", ამირან გოგუაძე , შ.პ.ს , მე ვა ,  , https://www.08.ge/organizations/view/12336339
59,ორი ნაბიჯი (ჩემი უბნის მაღაზია)  | 08.GE , თბილისი / (ისანი) ქეთევან წამებულის გამზ. -91 ,204571668,995322002200, info@orinabiji.ge , 2nabiji.ge , www.facebook.com/2nabijiofficial , მარკეტი , არ მოიძებნა , შ.პ.ს , ორი ნაბიჯი (ჩემი უბნის მაღაზია) ,  , https://www.08.ge/organizations/view/12336338
60,ალდა მოტორსი,,,,,,,,,,,,
61,| 08.GE , თბილისი / (დიდუბე) წერეთელი აკაკის გამზ. -59 ,436038976,995595505598, alexgabina@yahoo.com ,  ,  ," აკუმულიატორების მაღაზია, ზეთები და საპოხი მასალები, საავტომობილო ზეთების იმპორტი, სათადარიგო ნაწილების მაღაზია ", ბადრი გაბინაშვილი , შ.პ.ს , ალდა მოტორსი ,995558331086, https://www.08.ge/organizations/view/12336336
62,პრემიუმ ვებ სოლუშენსი  | 08.GE , თბილისი / (არ გააჩნია) უცნობი მისამართი ,404503042, დროებით მიუწვდომელია , info@amindi.ge , www.amindi.ge , www.facebook.com/Taripebi.ge , ინტერნეტპორტალი , თამარ კერესელიძე , შ.პ.ს , პრემიუმ ვებ სოლუშენსი ,  , https://www.08.ge/organizations/view/12336331
63,დაინჰოლი  | 08.GE , თბილისი / (მთაწმინდა) რუსთაველი შოთას გამზ. -28 ,404512498, დროებით მიუწვდომელია , dinehalltbilisi@emsa.ge ,  , www.facebook.com/dinehall.ge , რესტორანი , ომერ ქირაჩ , შ.პ.ს , დაინჰოლი ,  , https://www.08.ge/organizations/view/12336330
64,ბორნ სოფქიმია  | 08.GE , თელავი /  - - ,206337784,995598004561, info@bornagro.ge , www.bornagro.ge , www.facebook.com/BORNAGRO ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გია კორძაძე; თინათინ საფრიძე , შ.პ.ს , ბორნ სოფქიმია ,  , https://www.08.ge/organizations/view/12336324
65,ბორნ სოფქიმია  | 08.GE , თბილისი / (დიდუბე) წერეთელი აკაკის გამზ. -142 ,206337784,995598004561, info@bornagro.ge , www.bornagro.ge ,  ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გია კორძაძე; თინათინ საფრიძე , შ.პ.ს , ბორნ სოფქიმია ,  , https://www.08.ge/organizations/view/12336326
66,ბორნ სოფქიმია  | 08.GE , ლაგოდეხი /  ჭაბუკიანი სოფელი ,206337784,995598004561, info@bornagro.ge , www.bornagro.ge , www.facebook.com/BORNAGRO ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გია კორძაძე; თინათინ საფრიძე , შ.პ.ს , ბორნ სოფქიმია ,  , https://www.08.ge/organizations/view/12336321
67,ბორნ სოფქიმია  | 08.GE , გურჯაანი /  ვაჩნაძიანი სოფელი ,206337784,995598004561, info@bornagro.ge , www.bornagro.ge , www.facebook.com/BORNAGRO ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გია კორძაძე; თინათინ საფრიძე , შ.პ.ს , ბორნ სოფქიმია ,  , https://www.08.ge/organizations/view/12336320
68,ბორნ სოფქიმია  | 08.GE , ყვარელი /  ჰერეთის მოედანი -7 ,206337784,995598004561, info@bornagro.ge , www.bornagro.ge , www.facebook.com/BORNAGRO ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გია კორძაძე; თინათინ საფრიძე , შ.პ.ს , ბორნ სოფქიმია ,  , https://www.08.ge/organizations/view/12336319
69,ბორნ სოფქიმია  | 08.GE , სიღნაღი /  წნორი ქალაქი დავით აღმაშენებელის ქ. -38 ,206337784,995598004561, info@bornagro.ge , www.bornagro.ge , www.facebook.com/BORNAGRO ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გია კორძაძე; თინათინ საფრიძე , შ.პ.ს , ბორნ სოფქიმია ,  , https://www.08.ge/organizations/view/12336318
70,ნოტარიუსი ბელა მაკალათია  | 08.GE , აბაშა /  თავისუფლების ქ. -93 ბ.1 ,2001009729, დროებით მიუწვდომელია , bmakalatia@notary.ge ,  ,  , ნოტარიუსი , ბელა მაკალათია , ფიზ. პირ. , ნოტარიუსი ბელა მაკალათია ,  , https://www.08.ge/organizations/view/12336317
71,ბორნ სოფქიმია  | 08.GE , სიღნაღი /  წნორი ქალაქი დავით აღმაშენებელის ქ. -44 ,206337784,995598004561, info@bornagro.ge , www.bornagro.ge , www.facebook.com/BORNAGRO ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გია კორძაძე; თინათინ საფრიძე , შ.პ.ს , ბორნ სოფქიმია ,  , https://www.08.ge/organizations/view/12336316
72,ამირანი  | 08.GE , თბილისი / (ისანი) კახეთის გზატ. -112 ,406053746,995599155994, amiraliev@hotmail.com ,  ,  ," საწყობი, ხალიჩების მაღაზია ", ამირ ალიევი , შ.პ.ს , ამირანი ,  , https://www.08.ge/organizations/view/12336311
73,ბორნ სოფქიმია  | 08.GE , ხაშური /  ბორჯომის ქ. -5 ,206337784,995598004561, info@bornagro.ge , www.bornagro.ge , www.facebook.com/BORNAGRO ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გია კორძაძე; თინათინ საფრიძე , შ.პ.ს , ბორნ სოფქიმია ,  , https://www.08.ge/organizations/view/12336315
74,ნექსტ პლუსი  | 08.GE , ახალციხე /  თამარაშვილი მიხეილის ქ. -მიმდებარე ტერიტორია ,404885601,995597919091, agrogoga@gmail.com ,  ,  ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გიორგი თუმანიშვილი , შ.პ.ს , ნექსტ პლუსი ,  , https://www.08.ge/organizations/view/12336309
75,ნექსტ პლუსი  | 08.GE , დუშეთი /  სტალინის ქ. -96 ,404885601,995597919091, agrogoga@gmail.com ,  ,  ," სასუქის რეალიზაცია, შხამქიმიკატების მაღაზია ", გიორგი თუმანიშვილი , შ.პ.ს , ნექსტ პლუსი ,  , https://www.08.ge/organizations/view/12336307
76,ნაის ტური  | 08.GE , თბილისი / (საბურთალო) კოსტავა მერაბის ქ. -77 ,406146077,995551542249, info@nicetours.ge , www.nicetours.ge , www.facebook.com/nicetours.ge ," სპორტული ინვენტარის გაქირავება, ტურისტული მომსახურება ", შმაგი სარალიძე; ნიკა ჩომახაშვილი , შ.პ.ს , ნაის ტური ,995593761651, https://www.08.ge/organizations/view/12336306
77,ვალერიკ მარაბიან  | 08.GE , ახალქალაქი /  თავისუფლების ქ. -1ე ,7001008005,995599583495, valbiliska@yahoo.com ,  ,  , საავტომობილო გადაზიდვები , ვალერიკ მარაბიანი , ი.მ , ვალერიკ მარაბიან ,  , https://www.08.ge/organizations/view/12336305
78,მწვანე სამყარო  | 08.GE , რუსთავი /  16 მ/რ ,35001023194,995593233855, nelli.gumberidze@mail.ru ,  ,  ," მცენარეთა დაცვის საშუალებები, შხამქიმიკატების მაღაზია ", ნელი გუმბერიძე , ი.მ , მწვანე სამყარო ,  , https://www.08.ge/organizations/view/12336304
79,სოფელ ბერბუკის დევნილთა ჩასახლების სკოლამდელი აღზრდის საჯარო დაწესებულება  | 08.GE , გორი /  ბერბუკი სოფელი ,418471022, დროებით მიუწვდომელია , saagmzrdelogaertianeba@gmail.com ,  ,  , საბავშვო ბაღი , ლელა შერვაშიძე , ა.ა.ი.პ , სოფელ ბერბუკის დევნილთა ჩასახლების სკოლამდელი აღზრდის საჯარო დაწესებულება ,  , https://www.08.ge/organizations/view/12336302
80,სოფელ ქვეშის სკოლამდელი აღზრდის საჯარო დაწესებულება  | 08.GE , გორი /  ქვეში სოფელი ,418471022, დროებით მიუწვდომელია ,  ,  ,  , საბავშვო ბაღი , მაია უკანწყაროელი , ა.ა.ი.პ , სოფელ ქვეშის სკოლამდელი აღზრდის საჯარო დაწესებულება ,  , https://www.08.ge/organizations/view/12336301
